    0.550000000000000000E+02    0.500000000000000000E+01    0.244000000000000000E+03   -0.346398091629670989E+04   -0.690775511231546968E+01    1
    0.720000000000000000E+02    0.640000000000000000E+02    0.244000000000000000E+03   -0.344440627475079373E+04   -0.690875511231548245E+01    1
    0.590000000000000000E+02    0.550000000000000000E+02    0.243000000000000000E+03   -0.339468198953137153E+04   -0.690975511231547301E+01    1
    0.400000000000000000E+02    0.500000000000000000E+01    0.243000000000000000E+03   -0.339323563417745572E+04   -0.691075511231547601E+01    1
    0.630000000000000000E+02    0.140000000000000000E+02    0.243000000000000000E+03   -0.338237071065272539E+04   -0.691175511231546658E+01    1
    0.750000000000000000E+02    0.700000000000000000E+02    0.242000000000000000E+03   -0.337618099879477450E+04   -0.691275511231547579E+01    1
    0.230000000000000000E+02    0.620000000000000000E+02    0.243000000000000000E+03   -0.336296900843147569E+04   -0.691375511231547435E+01    1
    0.320000000000000000E+02    0.600000000000000000E+02    0.242000000000000000E+03   -0.335900514569342977E+04   -0.691475511231548357E+01    1
    0.300000000000000000E+02    0.290000000000000000E+02    0.241000000000000000E+03   -0.333370996654543160E+04   -0.691575511231552209E+01    1
    0.210000000000000000E+02    0.200000000000000000E+01    0.242000000000000000E+03   -0.331834270827145383E+04   -0.691675511231554463E+01    1
    0.100000000000000000E+01    0.120000000000000000E+02    0.241000000000000000E+03   -0.331822782688061807E+04   -0.691775511231549967E+01    1
    0.340000000000000000E+02    0.270000000000000000E+02    0.240000000000000000E+03   -0.330403442361312318E+04   -0.691875511231549378E+01    1
    0.530000000000000000E+02    0.190000000000000000E+02    0.241000000000000000E+03   -0.330305795659479645E+04   -0.691975511231551454E+01    1
    0.130000000000000000E+02    0.330000000000000000E+02    0.241000000000000000E+03   -0.329966802936502972E+04   -0.692075511231548113E+01    1
    0.350000000000000000E+02    0.800000000000000000E+01    0.241000000000000000E+03   -0.329747618400309420E+04   -0.692175511231547080E+01    1
    0.310000000000000000E+02    0.300000000000000000E+02    0.240000000000000000E+03   -0.329392054955541244E+04   -0.692275511231549334E+01    1
    0.360000000000000000E+02    0.100000000000000000E+01    0.241000000000000000E+03   -0.328997010008118014E+04   -0.692375511231548746E+01    1
    0.420000000000000000E+02    0.600000000000000000E+01    0.240000000000000000E+03   -0.328189037908980708E+04   -0.692475511231548957E+01    1
    0.690000000000000000E+02    0.540000000000000000E+02    0.240000000000000000E+03   -0.328154782728641567E+04   -0.692575511231552365E+01    1
    0.660000000000000000E+02    0.420000000000000000E+02    0.240000000000000000E+03   -0.327316963250957679E+04   -0.692675511231553909E+01    1
    0.720000000000000000E+02    0.710000000000000000E+02    0.238000000000000000E+03   -0.326557317164094093E+04   -0.692775511231552343E+01    1
    0.330000000000000000E+02    0.800000000000000000E+02    0.239000000000000000E+03   -0.326204992125971876E+04   -0.692875511231550334E+01    1
    0.430000000000000000E+02    0.700000000000000000E+01    0.239000000000000000E+03   -0.326089081828232020E+04   -0.692975511231548769E+01    1
    0.320000000000000000E+02    0.540000000000000000E+02    0.239000000000000000E+03   -0.326064057868946566E+04   -0.693075511231546315E+01    1
    0.760000000000000000E+02    0.300000000000000000E+02    0.238000000000000000E+03   -0.326057136831435719E+04   -0.693175511231550789E+01    1
    0.380000000000000000E+02    0.350000000000000000E+02    0.237000000000000000E+03   -0.325572311917448997E+04   -0.693275511231550912E+01    1
    0.120000000000000000E+02    0.400000000000000000E+01    0.239000000000000000E+03   -0.325417930889439140E+04   -0.693375511231550057E+01    1
    0.380000000000000000E+02    0.800000000000000000E+02    0.239000000000000000E+03   -0.325405022069007873E+04   -0.693475511231554709E+01    1
    0.690000000000000000E+02    0.180000000000000000E+02    0.238000000000000000E+03   -0.324748941807961819E+04   -0.693575511231551811E+01    1
    0.790000000000000000E+02    0.200000000000000000E+01    0.236000000000000000E+03   -0.324342251631075396E+04   -0.693675511231548558E+01    1
    0.120000000000000000E+02    0.600000000000000000E+01    0.238000000000000000E+03   -0.324257373679589000E+04   -0.693775511231549125E+01    1
    0.250000000000000000E+02    0.760000000000000000E+02    0.239000000000000000E+03   -0.324179454500433349E+04   -0.693875511231549424E+01    1
